Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,251.86926386091,237.308846200901,234.043016755733,249.012274982252,269.540446333402,324.016863847189,352.093916578347,420.733580702508,522.288339420679,556.97399621739,586.599950359877,643.356138618166,697.760143509565,695.397140963607,715.36808783393,725.691418696952,721.258515833094,751.049039527547,772.754982959354,823.355304065304,802.638686936204,842.581492947672,1007.05989322914,1061.05788154076
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.89952980284712,3.34285506749409,1.99258542453993,7.44970014007366,12.2507102894391,9.01408918092339,8.88282654777923,9.08072205873158,15.4382138709255,12.9443978401712,-0.246128693436934,3.0801706924026,10.2710182318876,5.92426867984854,2.35449052820358,2.52850284192421,7.17434301982009,8.27953672260832,-0.311210160390699,3.34787655037648,9.85039902274207,-0.391346748300791,17.6892095588153,19.789546746467
Rwanda,RWA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,62.121,61.783,61.528,61.363,61.254,61.183,61.143,61.12,61.096,61.056,60.997,60.927,60.854,60.784,60.714,60.64,60.556,60.461,60.378,58.451,62.66,58.197,60.164,63.664
Rwanda,RWA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,77.620002746582,..,..,..,..,70.46,..,..,..,..,80.19,..,82.3300018310547,..,85.0699996948242,88.5500030517578,..,..,86.4899978637695,..,91.5100021362305,..,89.9700012207031,..
Rwanda,RWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.7804474645996,16.5487399668155,16.8778847116752,16.8947432312369,16.9020099536792,16.9072114459454,16.9110139245047,16.9140836058266,16.9170867063804,16.9206894426355,16.9255580310614,16.9323586881273,16.9410248882148,17.0742206053612,17.5020716539756,18.1953149858416,19.1213951786548,20.2477568101111,21.5418444579064,22.9711026997362,24.5029761132966,26.1049092762833,27.7806702737761,28.8555310645477
Rwanda,RWA,Population growth (annual %),SP.POP.GROW,0.806991709703052,0.886774966312804,1.35537693210796,2.19817405049677,2.6429108159401,2.66009812240039,2.66683575241351,2.66008171576066,2.62837643087324,2.57922030255665,2.52365134392041,2.45262873450153,2.39380128171382,2.40340085493768,2.41721473954366,2.39322566941773,2.36997866838859,2.34556709244995,2.31630729613291,2.28086099658628,2.24244883430144,2.1909353521865,2.19046619232976,2.1984982050137
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.137,3.154,3.168,3.145,3.177,3.162,3.185,2.404,1.634,1.622,1.615,1.602,1.593,1.584,1.572,1.449,1.352,1.25,1.147,1.043,1.03,1.118,0.909,0.911
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.856864058424151,2.05580710835243,4.44651941224797,-1.22372796023444,4.83365776809453,0.900000000901912,5.41380714491444,3.44449364663615,4.90874190813545,3.7870758305051,5.09373697323055,4.02442793864228,4.42303118490126,4.92392485117456,4.24490803087248,-0.404525595204191,3.20017470408993,3.83185757061784,5.34224473186408,4.45934202358784,0.306443811651718,3.23707479372925,2.31770122350822,3.25476897326196
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,134.537861752389,132.159554541932,120.952308575468,111.406682804391,125.194965184533,147.234619294225,161.892755640319,166.162744906755,189.502074570768,198.431524048225,216.727705301976,230.069761381132,231.098787811507,234.844770150871,250.544492155185,254.402585226788,232.937812100153,246.060725714184,245.661678332009,234.31061590725,252.702452750006,264.172844085398,301.832255755105,249.795164039029
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,24.4320242102151,9.29618771341889,-1.3656800532806,10.6474645658306,8.17642937482053,13.2520699188224,2.74542000214241,8.41206285772544,24.4069510353914,10.5554355299529,6.49326591473993,9.5921660597967,18.1610453065451,7.93795807492418,4.40535234185293,5.54468891259779,5.55768961400965,16.0525353030392,-2.81469807668465,-0.686772170797359,7.32110643415521,8.40453845076341,18.8008786664945,26.9414835762453
